Insurance_ID,Date,rm_id,client_id,Insurance_Amount
Insurance_000142,2026-06-03,RM_0006,CL_00012,156292.76
Insurance_002350,2026-05-12,RM_0031,CL_00448,97516.71
Insurance_002500,2026-06-26,RM_0054,CL_00559,127675.24
Insurance_000616,2026-05-06,RM_0001,CL_00459,64598.71
Insurance_001527,2026-04-30,RM_0045,CL_00290,166741.79
Insurance_000086,2026-04-27,RM_0015,CL_00270,33368.1
Insurance_000490,2026-06-24,RM_0033,CL_00367,109498.72
Insurance_000039,2026-06-13,RM_0057,CL_00711,85812.93
Insurance_002316,2026-04-25,RM_0040,CL_00372,187260.63
Insurance_000485,2026-04-05,RM_0059,CL_00491,161762.21
Insurance_001510,2026-06-04,RM_0004,CL_00661,59610.06
Insurance_001273,2026-04-22,RM_0043,CL_00851,63608.84
Insurance_001735,2026-05-18,RM_0039,CL_00053,70687.64
Insurance_000354,2026-07-03,RM_0015,CL_00184,193001.05
Insurance_001504,2026-05-17,RM_0006,CL_00825,133873.25
Insurance_000806,2026-04-14,RM_0017,CL_00844,6036.04
Insurance_002119,2026-05-09,RM_0017,CL_00070,167046.89
Insurance_001710,2026-04-23,RM_0004,CL_00560,70780.45
Insurance_001291,2026-06-04,RM_0004,CL_00168,194926.47
Insurance_001117,2026-05-23,RM_0033,CL_00064,151708.49
Insurance_001669,2026-04-23,RM_0057,CL_00752,137740.14
Insurance_001092,2026-04-12,RM_0053,CL_00888,94098.82
Insurance_001198,2026-04-29,RM_0027,CL_00864,9783.61
Insurance_000668,2026-06-16,RM_0017,CL_00868,54099.9
Insurance_001589,2026-04-30,RM_0037,CL_00345,34182.35
Insurance_001294,2026-05-27,RM_0012,CL_00893,158806.63
Insurance_001952,2026-06-17,RM_0002,CL_00601,144449.34
Insurance_000934,2026-05-04,RM_0011,CL_00737,56125.81
Insurance_001944,2026-07-01,RM_0027,CL_00331,121539.85
Insurance_000208,2026-05-19,RM_0058,CL_00368,164452.21
Insurance_001413,2026-05-20,RM_0012,CL_00893,117364.36
Insurance_001810,2026-04-06,RM_0041,CL_00420,48994.59
Insurance_002067,2026-04-29,RM_0053,CL_00098,187331.85
Insurance_000980,2026-04-29,RM_0027,CL_00331,46626.87
Insurance_000222,2026-06-21,RM_0057,CL_00248,112434.49
Insurance_002082,2026-05-22,RM_0008,CL_00552,59440.49
Insurance_000076,2026-04-25,RM_0007,CL_00880,38239.16
Insurance_000304,2026-04-07,RM_0004,CL_00483,42510.49
Insurance_001359,2026-06-24,RM_0041,CL_00507,190890.07
Insurance_001145,2026-05-17,RM_0056,CL_00724,78048.41
Insurance_000561,2026-05-30,RM_0017,CL_00796,126720.92
Insurance_000016,2026-05-08,RM_0033,CL_00843,180352.59
Insurance_001893,2026-04-06,RM_0041,CL_00507,19910.95
Insurance_001683,2026-05-18,RM_0057,CL_00161,146594.27
Insurance_001761,2026-05-21,RM_0054,CL_00559,140062.01
Insurance_000903,2026-06-11,RM_0040,CL_00629,181488.34
Insurance_001221,2026-07-04,RM_0041,CL_00251,196863.52
Insurance_000823,2026-05-21,RM_0028,CL_00527,33763.3
Insurance_001870,2026-06-02,RM_0047,CL_00201,7389.78
Insurance_000471,2026-04-11,RM_0001,CL_00650,101480.47
Insurance_000111,2026-06-20,RM_0027,CL_00090,67779.53
Insurance_001522,2026-05-21,RM_0041,CL_00169,178950.45
Insurance_002428,2026-06-28,RM_0006,CL_00381,137976.64
Insurance_001771,2026-05-15,RM_0028,CL_00061,67663.89
Insurance_001362,2026-06-23,RM_0041,CL_00507,190531.72
Insurance_001616,2026-05-31,RM_0002,CL_00376,11808.32
Insurance_000845,2026-07-04,RM_0043,CL_00245,46192.37
Insurance_001919,2026-06-22,RM_0033,CL_00857,106845.86
Insurance_001141,2026-05-29,RM_0053,CL_00131,146719.34
Insurance_001053,2026-05-29,RM_0015,CL_00763,132604.5
Insurance_001344,2026-06-25,RM_0049,CL_00094,113324.53
Insurance_001670,2026-06-01,RM_0041,CL_00656,80816.46
Insurance_000103,2026-04-25,RM_0021,CL_00311,48615.63
Insurance_001377,2026-04-29,RM_0053,CL_00199,76169.54
Insurance_000720,2026-04-17,RM_0053,CL_00220,139806.18
Insurance_001086,2026-05-20,RM_0002,CL_00084,27543.09
Insurance_000802,2026-06-27,RM_0007,CL_00491,90811.84
Insurance_000075,2026-04-11,RM_0001,CL_00750,100570.62
Insurance_001439,2026-04-05,RM_0028,CL_00043,8472.5
Insurance_000026,2026-05-07,RM_0056,CL_00724,155628.39
Insurance_002139,2026-04-24,RM_0002,CL_00118,39720.24
Insurance_002349,2026-04-27,RM_0045,CL_00660,77924.67
Insurance_001688,2026-06-23,RM_0028,CL_00605,163639.78
Insurance_000526,2026-05-10,RM_0056,CL_00536,191686.42
Insurance_000482,2026-05-09,RM_0047,CL_00732,119453.35
Insurance_001712,2026-04-09,RM_0065,CL_00473,19159.84
Insurance_001625,2026-05-24,RM_0057,CL_00545,82987.98
Insurance_000663,2026-06-02,RM_0021,CL_00847,37030.61
Insurance_002419,2026-04-15,RM_0027,CL_00097,110771.79
Insurance_001068,2026-06-04,RM_0052,CL_00731,183421.31
Insurance_002471,2026-05-25,RM_0043,CL_00306,123274.25
Insurance_001176,2026-05-01,RM_0059,CL_00299,22315.96
Insurance_000949,2026-06-25,RM_0033,CL_00174,63021.67
Insurance_000991,2026-04-14,RM_0008,CL_00285,30328.05
Insurance_001760,2026-07-04,RM_0049,CL_00501,71568.18
Insurance_001214,2026-05-04,RM_0006,CL_00265,177831.65
Insurance_000249,2026-06-18,RM_0039,CL_00662,166699.06
Insurance_002043,2026-06-26,RM_0049,CL_00653,131892.29
Insurance_001974,2026-04-08,RM_0022,CL_00664,81629.93
Insurance_002068,2026-06-15,RM_0031,CL_00301,114845.19
Insurance_001114,2026-04-20,RM_0001,CL_00234,91308.14
Insurance_001717,2026-06-28,RM_0027,CL_00563,135592.47
Insurance_001659,2026-06-09,RM_0049,CL_00531,46251.42
Insurance_000645,2026-05-06,RM_0059,CL_00876,77155.96
Insurance_000915,2026-06-17,RM_0057,CL_00583,111282.45
Insurance_000156,2026-04-09,RM_0027,CL_00502,188885.46
Insurance_001692,2026-06-19,RM_0057,CL_00230,20083.39
Insurance_000536,2026-06-17,RM_0056,CL_00236,91695.01
Insurance_002190,2026-05-01,RM_0057,CL_00761,59950.98
Insurance_002095,2026-06-28,RM_0044,CL_00754,127365.56
Insurance_001396,2026-06-13,RM_0049,CL_00508,19364.77
Insurance_002303,2026-07-03,RM_0009,CL_00041,30182.36
Insurance_002103,2026-06-04,RM_0041,CL_00379,17406.87
Insurance_000605,2026-04-28,RM_0045,CL_00312,149624.59
Insurance_000333,2026-06-07,RM_0004,CL_00159,161013.49
Insurance_000495,2026-06-07,RM_0004,CL_00130,181174.73
Insurance_002251,2026-06-13,RM_0027,CL_00399,158489.55
Insurance_001348,2026-05-27,RM_0053,CL_00005,128661.22
Insurance_001248,2026-06-16,RM_0049,CL_00410,24596.64
Insurance_000082,2026-06-16,RM_0052,CL_00631,45422.95
Insurance_000737,2026-06-13,RM_0058,CL_00828,98329.53
Insurance_000738,2026-05-17,RM_0049,CL_00908,12941.76
Insurance_001243,2026-06-12,RM_0006,CL_00553,148721.63
Insurance_002371,2026-04-23,RM_0047,CL_00738,67338.8
Insurance_000158,2026-06-13,RM_0012,CL_00713,158707.72
Insurance_002393,2026-04-24,RM_0006,CL_00589,121852.46
Insurance_000327,2026-04-14,RM_0057,CL_00711,109065.07
Insurance_000809,2026-06-28,RM_0031,CL_00057,134551.46
Insurance_000206,2026-05-26,RM_0002,CL_00898,149258.98
Insurance_000855,2026-06-15,RM_0039,CL_00539,179909.37
Insurance_000315,2026-04-10,RM_0053,CL_00595,123896.12
Insurance_001364,2026-04-11,RM_0033,CL_00438,7160.55
Insurance_001096,2026-04-22,RM_0006,CL_00265,150684.39
Insurance_001392,2026-06-05,RM_0045,CL_00318,125997.9
Insurance_001154,2026-05-04,RM_0049,CL_00766,19380.17
Insurance_000279,2026-06-22,RM_0041,CL_00363,141114.52
Insurance_002340,2026-06-21,RM_0004,CL_00075,124579.27
Insurance_002066,2026-04-29,RM_0039,CL_00885,195778.37
Insurance_001626,2026-05-31,RM_0022,CL_00775,90300.02
Insurance_002172,2026-05-30,RM_0004,CL_00104,51570.76
Insurance_000303,2026-04-21,RM_0012,CL_00593,85809.87
Insurance_002008,2026-06-18,RM_0060,CL_00439,42156.01
Insurance_001520,2026-04-11,RM_0017,CL_00419,14762.98
Insurance_001210,2026-06-08,RM_0037,CL_00352,165773.25
Insurance_000331,2026-04-05,RM_0053,CL_00585,187948.16
Insurance_001667,2026-04-21,RM_0009,CL_00269,62182.01
Insurance_001200,2026-04-15,RM_0001,CL_00004,36369.55
Insurance_000735,2026-06-05,RM_0052,CL_00564,107093.05
Insurance_000620,2026-05-28,RM_0052,CL_00467,150035.58
Insurance_000624,2026-05-06,RM_0049,CL_00741,51225.87
Insurance_000119,2026-04-15,RM_0009,CL_00831,106115.56
Insurance_002344,2026-05-21,RM_0009,CL_00688,196263.67
Insurance_000181,2026-06-27,RM_0047,CL_00201,123728.77
Insurance_001534,2026-04-29,RM_0016,CL_00590,8790.34
Insurance_001611,2026-05-14,RM_0053,CL_00833,33796.02
Insurance_000324,2026-04-05,RM_0057,CL_00851,68185.32
Insurance_001841,2026-05-19,RM_0015,CL_00621,109475.64
Insurance_000706,2026-06-06,RM_0043,CL_00567,162848.4
Insurance_000714,2026-06-16,RM_0031,CL_00854,168196.43
Insurance_002409,2026-06-29,RM_0035,CL_00513,17314.63
Insurance_000851,2026-07-01,RM_0027,CL_00081,11082.21
Insurance_000940,2026-05-11,RM_0053,CL_00557,33381.27
Insurance_001185,2026-04-21,RM_0015,CL_00813,120982.3
Insurance_000196,2026-07-01,RM_0058,CL_00800,93279.59
Insurance_000990,2026-06-03,RM_0001,CL_00390,190892.73
Insurance_001545,2026-06-17,RM_0001,CL_00554,87895.51
Insurance_000904,2026-04-11,RM_0021,CL_00297,76965.94
Insurance_001967,2026-04-13,RM_0037,CL_00683,75754.35
Insurance_002108,2026-05-12,RM_0009,CL_00200,109990.61
Insurance_002137,2026-04-14,RM_0002,CL_00433,69343.62
Insurance_001047,2026-06-15,RM_0041,CL_00169,25606.91
Insurance_000197,2026-04-19,RM_0027,CL_00399,93515.47
Insurance_000917,2026-06-28,RM_0058,CL_00466,69803.24
Insurance_002380,2026-06-09,RM_0058,CL_00342,35947.48
Insurance_000131,2026-06-16,RM_0056,CL_00246,99286.28
Insurance_001356,2026-06-20,RM_0021,CL_00311,5048.57
Insurance_002156,2026-06-12,RM_0015,CL_00792,168852.51
Insurance_000382,2026-05-20,RM_0045,CL_00660,187638.37
Insurance_001108,2026-06-28,RM_0008,CL_00727,51290.94
Insurance_001189,2026-06-02,RM_0047,CL_00769,194871.93
Insurance_000035,2026-04-24,RM_0006,CL_00815,164464.12
Insurance_000095,2026-04-06,RM_0031,CL_00292,11878.21
Insurance_001496,2026-04-19,RM_0056,CL_00545,198409.42
Insurance_000126,2026-04-14,RM_0033,CL_00186,6549.86
Insurance_002388,2026-05-18,RM_0002,CL_00403,144818.5
Insurance_001846,2026-04-05,RM_0006,CL_00404,13302.55
Insurance_002394,2026-06-03,RM_0028,CL_00524,154321.08
Insurance_000967,2026-04-27,RM_0058,CL_00247,63598.03
Insurance_000450,2026-06-17,RM_0039,CL_00885,169113.92
Insurance_000733,2026-05-10,RM_0027,CL_00362,42901.29
Insurance_001302,2026-06-17,RM_0002,CL_00180,108784.21
Insurance_000885,2026-06-15,RM_0033,CL_00690,154101.26
Insurance_001271,2026-06-27,RM_0039,CL_00156,51191.57
Insurance_000581,2026-07-03,RM_0049,CL_00036,168902.14
Insurance_001624,2026-05-11,RM_0049,CL_00295,17270.93
Insurance_000195,2026-04-24,RM_0037,CL_00890,55950.65
Insurance_001729,2026-06-18,RM_0031,CL_00654,53123.66
Insurance_000309,2026-05-22,RM_0016,CL_00446,17067.65
Insurance_001746,2026-07-04,RM_0009,CL_00250,154314.79
Insurance_000936,2026-05-26,RM_0002,CL_00304,80467.7
Insurance_002320,2026-05-12,RM_0004,CL_00810,129703.86
Insurance_000014,2026-07-01,RM_0047,CL_00738,151755.9
Insurance_001205,2026-04-28,RM_0057,CL_00761,66579.44
Insurance_000394,2026-04-08,RM_0010,CL_00805,51852.45
Insurance_002355,2026-07-03,RM_0044,CL_00357,63554.52
Insurance_001451,2026-05-11,RM_0059,CL_00135,194809.03
Insurance_001307,2026-05-22,RM_0002,CL_00221,147115.29
Insurance_000307,2026-04-07,RM_0022,CL_00089,57714.94
Insurance_001161,2026-04-27,RM_0054,CL_00816,198450.98
Insurance_000679,2026-06-27,RM_0008,CL_00552,144819.98
Insurance_002134,2026-06-25,RM_0041,CL_00397,195671.02
Insurance_001310,2026-06-30,RM_0057,CL_00382,119012.69
Insurance_002023,2026-06-27,RM_0002,CL_00030,103838.36
Insurance_000274,2026-06-02,RM_0053,CL_00284,141292.92
Insurance_000403,2026-05-10,RM_0017,CL_00604,145757.76
Insurance_002314,2026-06-23,RM_0006,CL_00265,189870.13
Insurance_000437,2026-05-18,RM_0033,CL_00745,60023.36
Insurance_000452,2026-07-01,RM_0015,CL_00667,80590.81
Insurance_001461,2026-04-23,RM_0015,CL_00394,198250.64
Insurance_002427,2026-06-09,RM_0052,CL_00870,184744.93
Insurance_000764,2026-05-10,RM_0007,CL_00359,144189.21
Insurance_000841,2026-05-08,RM_0010,CL_00625,62215.96
Insurance_000554,2026-07-04,RM_0011,CL_00314,19756.66
Insurance_002453,2026-06-28,RM_0037,CL_00113,138258.37
Insurance_002181,2026-04-16,RM_0004,CL_00887,48461.55
Insurance_001123,2026-04-18,RM_0043,CL_00033,22572.32
Insurance_000975,2026-04-10,RM_0002,CL_00565,162229.12
Insurance_001631,2026-06-13,RM_0017,CL_00255,26921.16
Insurance_001318,2026-06-09,RM_0027,CL_00426,169676.71
Insurance_002145,2026-06-10,RM_0043,CL_00229,129194.92
Insurance_000780,2026-06-10,RM_0041,CL_00656,182424.39
Insurance_001831,2026-06-01,RM_0002,CL_00256,29734.68
Insurance_001563,2026-04-17,RM_0049,CL_00094,197769.56
Insurance_001569,2026-06-09,RM_0021,CL_00847,192083.72
Insurance_002091,2026-04-19,RM_0040,CL_00036,188486.33
Insurance_000743,2026-04-18,RM_0006,CL_00825,168265.66
Insurance_000440,2026-05-16,RM_0002,CL_00618,21388.88
Insurance_000298,2026-04-30,RM_0017,CL_00751,27385.76
Insurance_001213,2026-05-28,RM_0017,CL_00092,123470.89
Insurance_001385,2026-04-25,RM_0033,CL_00259,11152.36
Insurance_002093,2026-06-24,RM_0001,CL_00188,24939.14
Insurance_000332,2026-06-17,RM_0012,CL_00225,172841.74
Insurance_002325,2026-06-02,RM_0045,CL_00312,80424.5
Insurance_000355,2026-06-05,RM_0047,CL_00014,110960.65
Insurance_000731,2026-06-15,RM_0004,CL_00075,149334.2
Insurance_002147,2026-06-29,RM_0056,CL_00718,48995.61
Insurance_002298,2026-04-26,RM_0049,CL_00136,198459.02
Insurance_001157,2026-04-07,RM_0028,CL_00527,104151.91
Insurance_000240,2026-06-02,RM_0010,CL_00795,84073.54
Insurance_001110,2026-06-02,RM_0037,CL_00695,106939.58
Insurance_001992,2026-05-30,RM_0010,CL_00031,30106.27
Insurance_001284,2026-05-21,RM_0049,CL_00508,8484.02
Insurance_001313,2026-04-09,RM_0028,CL_00061,94663.07
Insurance_000538,2026-05-04,RM_0040,CL_00277,21201.73
Insurance_001951,2026-07-02,RM_0040,CL_00372,61320.18
Insurance_001421,2026-06-27,RM_0057,CL_00230,71288.45
Insurance_000800,2026-06-08,RM_0041,CL_00617,122288.92
Insurance_001021,2026-05-09,RM_0010,CL_00129,56513.2
Insurance_001124,2026-05-12,RM_0011,CL_00682,177907.96
Insurance_002310,2026-04-27,RM_0057,CL_00382,126561.69
Insurance_000822,2026-04-30,RM_0006,CL_00213,134537.79
Insurance_000606,2026-06-27,RM_0002,CL_00642,69985.88
Insurance_000568,2026-05-12,RM_0027,CL_00371,46971.37
Insurance_000868,2026-05-07,RM_0006,CL_00553,175067.74
Insurance_000241,2026-07-04,RM_0009,CL_00250,26911.31
Insurance_001599,2026-04-26,RM_0043,CL_00450,36338.08
Insurance_002415,2026-04-06,RM_0028,CL_00325,24958.94
Insurance_000763,2026-05-02,RM_0021,CL_00444,83600.09
Insurance_000060,2026-05-28,RM_0017,CL_00751,167175.75
Insurance_002435,2026-05-17,RM_0031,CL_00654,112597.34
Insurance_002490,2026-05-13,RM_0015,CL_00356,128055.52
Insurance_001382,2026-05-24,RM_0060,CL_00626,58813.46
Insurance_000342,2026-05-17,RM_0043,CL_00450,160574.2
Insurance_002296,2026-04-22,RM_0012,CL_00238,133735.65
Insurance_000352,2026-06-23,RM_0041,CL_00296,148300.14
Insurance_001542,2026-05-13,RM_0045,CL_00809,133749.31
Insurance_000109,2026-04-07,RM_0053,CL_00199,19664.24
Insurance_002390,2026-05-29,RM_0027,CL_00600,15113.63
Insurance_001858,2026-06-07,RM_0053,CL_00753,104435.4
Insurance_001687,2026-06-30,RM_0002,CL_00403,77270.71
Insurance_002352,2026-06-26,RM_0043,CL_00804,134739.12
Insurance_000632,2026-07-04,RM_0010,CL_00532,162697.12
Insurance_002102,2026-05-08,RM_0002,CL_00898,21331.25
Insurance_001820,2026-06-05,RM_0017,CL_00844,44313.78
Insurance_001074,2026-05-04,RM_0058,CL_00068,153430.01
Insurance_000458,2026-04-10,RM_0039,CL_00173,73512.99
Insurance_001492,2026-06-26,RM_0004,CL_00396,26782.54
Insurance_000849,2026-05-06,RM_0041,CL_00501,8429.06
Insurance_002443,2026-06-26,RM_0053,CL_00753,102682.88
Insurance_001059,2026-06-13,RM_0009,CL_00339,97698.44
Insurance_001806,2026-04-25,RM_0028,CL_00165,158332.82
Insurance_000813,2026-04-28,RM_0049,CL_00126,169492.98
Insurance_000875,2026-06-25,RM_0002,CL_00241,145061.91
Insurance_000613,2026-05-11,RM_0002,CL_00376,132509.63
Insurance_001933,2026-06-14,RM_0047,CL_00447,25733.65
Insurance_001342,2026-04-17,RM_0002,CL_00479,124821.53
Insurance_001148,2026-05-07,RM_0066,CL_00299,59618.88
Insurance_001417,2026-06-04,RM_0012,CL_00225,93136.18
Insurance_002458,2026-06-26,RM_0033,CL_00837,166974.38
Insurance_000704,2026-05-31,RM_0008,CL_00722,58100.29
Insurance_001809,2026-04-26,RM_0015,CL_00028,63825.54
Insurance_000707,2026-04-18,RM_0001,CL_00790,20559.57
Insurance_001750,2026-05-01,RM_0040,CL_00154,17326.07
Insurance_000089,2026-06-10,RM_0058,CL_00597,53155.71
Insurance_000525,2026-06-21,RM_0035,CL_00584,129919.61
Insurance_001267,2026-05-20,RM_0002,CL_00565,51245.33
Insurance_001245,2026-06-02,RM_0006,CL_00520,182365.12
Insurance_000335,2026-05-14,RM_0008,CL_00493,117813.67
Insurance_002069,2026-05-12,RM_0049,CL_00592,156707.56
Insurance_001450,2026-05-23,RM_0006,CL_00340,152772.41
Insurance_000512,2026-06-06,RM_0016,CL_00475,196435.94
Insurance_001134,2026-05-03,RM_0001,CL_00554,83935.65
Insurance_001323,2026-06-17,RM_0056,CL_00768,35945.81
Insurance_000977,2026-05-16,RM_0045,CL_00635,176334.59
Insurance_002272,2026-06-24,RM_0002,CL_00393,29093.56
Insurance_002348,2026-05-01,RM_0022,CL_00899,82028.93
Insurance_001019,2026-06-08,RM_0041,CL_00420,9941.21
Insurance_001789,2026-06-23,RM_0022,CL_00309,88412.14
Insurance_001126,2026-05-03,RM_0033,CL_00834,7628.23
Insurance_000138,2026-04-23,RM_0028,CL_00765,116490.68
Insurance_002210,2026-05-13,RM_0028,CL_00352,101013.52
Insurance_002496,2026-06-23,RM_0017,CL_00111,180492.52
Insurance_000682,2026-06-22,RM_0049,CL_00136,128563.59
Insurance_000945,2026-05-13,RM_0007,CL_00820,119466.32
Insurance_001669,2026-04-23,RM_0057,CL_00752,137740.14
Insurance_001162,2026-05-13,RM_0009,CL_00041,28573.01
Insurance_002285,2026-05-03,RM_0049,CL_00279,86887.34
Insurance_000295,2026-06-26,RM_0049,CL_00218,45248.52
Insurance_001950,2026-06-04,RM_0043,CL_00304,178331.45
Insurance_000441,2026-05-21,RM_0017,CL_00022,64680.07
Insurance_000214,2026-06-04,RM_0041,CL_00379,190271.79
Insurance_000810,2026-06-29,RM_0002,CL_00183,166521.76
Insurance_001782,2026-06-30,RM_0045,CL_00570,14378.37
Insurance_001857,2026-06-03,RM_0001,CL_00283,133345.59
Insurance_001621,2026-06-09,RM_0002,CL_00642,105629.81
Insurance_001383,2026-06-16,RM_0006,CL_00780,113730.17
Insurance_002288,2026-04-08,RM_0027,CL_00087,167073.1
Insurance_001700,2026-04-15,RM_0006,CL_00630,43233.7
Insurance_000182,2026-06-12,RM_0041,CL_00397,56170.88
Insurance_000778,2026-06-03,RM_0039,CL_00374,43236.91
Insurance_002219,2026-06-04,RM_0009,CL_00831,63078.1
Insurance_002302,2026-05-13,RM_0058,CL_00021,192591.35
Insurance_001255,2026-07-03,RM_0040,CL_00571,153499.32
Insurance_002185,2026-04-23,RM_0027,CL_00556,134920.48
Insurance_001896,2026-06-22,RM_0028,CL_00765,180016.42
Insurance_000203,2026-04-25,RM_0041,CL_00507,133962.87
Insurance_000422,2026-06-12,RM_0022,CL_00519,84612.17
Insurance_000387,2026-04-19,RM_0015,CL_00720,32561.53
Insurance_002410,2026-04-07,RM_0017,CL_00640,33828.12
Insurance_001600,2026-06-02,RM_0033,CL_00745,127448.58
Insurance_001935,2026-05-14,RM_0002,CL_00055,167838.99
Insurance_000549,2026-05-02,RM_0047,CL_00215,84158.84
Insurance_000268,2026-04-17,RM_0041,CL_00324,84138.23
Insurance_001091,2026-05-21,RM_0052,CL_00530,165766.14
Insurance_000983,2026-06-16,RM_0021,CL_00847,96580.04
Insurance_000994,2026-05-02,RM_0012,CL_00719,185751.22
Insurance_001516,2026-05-08,RM_0006,CL_00774,45843.5
Insurance_000929,2026-06-10,RM_0057,CL_00326,34446.83
Insurance_002464,2026-04-13,RM_0039,CL_00529,132527.06
Insurance_001390,2026-06-24,RM_0041,CL_00420,97207.35
Insurance_001982,2026-04-07,RM_0056,CL_00198,92579.4
Insurance_002493,2026-04-23,RM_0056,CL_00768,169367.01
Insurance_001801,2026-04-24,RM_0015,CL_00282,179585.02
Insurance_000718,2026-05-11,RM_0052,CL_00385,14130.44
Insurance_000024,2026-05-16,RM_0027,CL_00710,26992.82
Insurance_000088,2026-06-20,RM_0049,CL_00749,179609.53
Insurance_000650,2026-06-02,RM_0006,CL_00630,130107.52
Insurance_001199,2026-06-20,RM_0002,CL_00479,126982.95
Insurance_000398,2026-04-26,RM_0002,CL_00084,89180.19
Insurance_001410,2026-05-14,RM_0002,CL_00183,120137.83
Insurance_002295,2026-04-28,RM_0010,CL_00625,111439.02
Insurance_001227,2026-04-25,RM_0006,CL_00015,34942.69
Insurance_000671,2026-05-24,RM_0028,CL_00832,188031.9
Insurance_000633,2026-04-30,RM_0006,CL_00912,136318.29
Insurance_000892,2026-06-20,RM_0017,CL_00040,149312.66
Insurance_002114,2026-05-26,RM_0017,CL_00844,151014.43
Insurance_001254,2026-04-11,RM_0002,CL_00565,113862.45
Insurance_001976,2026-05-18,RM_0001,CL_00554,117000.76
Insurance_002052,2026-06-05,RM_0040,CL_00715,97542.32
Insurance_000201,2026-06-17,RM_0016,CL_00734,76306.03
Insurance_000359,2026-05-15,RM_0004,CL_00418,22475.86
Insurance_002141,2026-05-17,RM_0043,CL_00856,44192.13
Insurance_001704,2026-06-21,RM_0049,CL_00218,151873.82
Insurance_000537,2026-05-21,RM_0002,CL_00030,89382.27
Insurance_002454,2026-05-25,RM_0033,CL_00784,39907.52
Insurance_001013,2026-06-11,RM_0041,CL_00296,42424.7
Insurance_002128,2026-06-28,RM_0043,CL_00252,149170.07
Insurance_001444,2026-05-24,RM_0053,CL_00876,190507.06
Insurance_001436,2026-06-15,RM_0028,CL_00243,106280.33
Insurance_002032,2026-06-29,RM_0045,CL_00216,55889.29
Insurance_000848,2026-06-10,RM_0028,CL_00032,142293.24
Insurance_000882,2026-04-18,RM_0015,CL_00121,124817.27
Insurance_000340,2026-04-25,RM_0044,CL_00357,156625.7
Insurance_000230,2026-06-18,RM_0002,CL_00403,39343.45
Insurance_000856,2026-05-12,RM_0057,CL_00248,44112.17
Insurance_000019,2026-05-11,RM_0016,CL_00478,78054.82
Insurance_002416,2026-05-02,RM_0045,CL_00806,83630.96
Insurance_002089,2026-06-03,RM_0039,CL_00487,40297.71
Insurance_000428,2026-04-20,RM_0012,CL_00893,96181.13
Insurance_002268,2026-06-18,RM_0001,CL_00477,37724.7
Insurance_001057,2026-05-09,RM_0043,CL_00153,100705.27
Insurance_000583,2026-05-21,RM_0033,CL_00784,181916.61
Insurance_001288,2026-05-10,RM_0043,CL_00233,121118.94
Insurance_001763,2026-06-12,RM_0059,CL_00389,15796.62
Insurance_000072,2026-04-23,RM_0011,CL_00777,165981.03
Insurance_000833,2026-05-24,RM_0049,CL_00203,141695.3
Insurance_000722,2026-04-19,RM_0004,CL_00504,8131.91
Insurance_000727,2026-04-05,RM_0039,CL_00487,146173.92
Insurance_001850,2026-06-11,RM_0007,CL_00452,6408.07
Insurance_002433,2026-04-10,RM_0039,CL_00744,5853.81
Insurance_002353,2026-04-20,RM_0040,CL_00629,172840.24
Insurance_001295,2026-06-16,RM_0012,CL_00506,57369.0
Insurance_001130,2026-05-06,RM_0010,CL_00189,33332.82
Insurance_000640,2026-06-02,RM_0010,CL_00436,7036.65
Insurance_001263,2026-04-22,RM_0002,CL_00494,104620.53
Insurance_000545,2026-04-27,RM_0010,CL_00625,179803.09
Insurance_001579,2026-06-10,RM_0039,CL_00760,174131.27
Insurance_001936,2026-05-30,RM_0011,CL_00777,81746.07
Insurance_000445,2026-05-31,RM_0016,CL_00319,123975.75
Insurance_000339,2026-04-30,RM_0041,CL_00337,129117.22
Insurance_002041,2026-05-26,RM_0039,CL_00378,82043.96
Insurance_000115,2026-06-10,RM_0006,CL_00348,114103.12
Insurance_000443,2026-05-31,RM_0033,CL_00578,170740.43
Insurance_000878,2026-05-24,RM_0006,CL_00630,26316.41
Insurance_000159,2026-05-09,RM_0015,CL_00350,44734.09
Insurance_002047,2026-04-23,RM_0010,CL_00031,15786.82
Insurance_000652,2026-05-07,RM_0039,CL_00802,101717.38
Insurance_001449,2026-05-11,RM_0002,CL_00118,19341.66
Insurance_001502,2026-06-11,RM_0027,CL_00710,195128.09
Insurance_000052,2026-04-12,RM_0004,CL_00733,127898.86
Insurance_001581,2026-05-01,RM_0057,CL_00369,173034.85
Insurance_001506,2026-05-30,RM_0037,CL_00785,81027.24
Insurance_001543,2026-04-26,RM_0002,CL_00200,193542.65
Insurance_000694,2026-06-10,RM_0007,CL_00445,27112.03
Insurance_002479,2026-05-27,RM_0045,CL_00318,116563.79
Insurance_002376,2026-06-09,RM_0058,CL_00756,124168.37
Insurance_000356,2026-04-18,RM_0037,CL_00695,122051.13
Insurance_000814,2026-06-21,RM_0022,CL_00417,94493.31
Insurance_001553,2026-04-12,RM_0031,CL_00654,136787.05
Insurance_001584,2026-06-04,RM_0043,CL_00160,188033.1
Insurance_000866,2026-04-16,RM_0027,CL_00134,197033.99
Insurance_001430,2026-04-11,RM_0043,CL_00328,29841.61
Insurance_002133,2026-06-28,RM_0022,CL_00775,97864.2
Insurance_002177,2026-06-28,RM_0015,CL_00449,176899.06
Insurance_002395,2026-05-21,RM_0043,CL_00304,173512.16
Insurance_000294,2026-06-15,RM_0039,CL_00885,53076.69
